Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
548,Nigel Hayes-Davis,31,PHO,SF,27,0,7.2,0.6,1.7,.326,0.1,0.6,.125,0.5,1.1,.433,.348,0.1,0.1,.500,0.4,0.8,1.2,0.3,0.3,0.1,0.3,0.6,1.3,,hayesni01
549,Kyle Lowry,39,PHI,PG,13,0,8.7,0.3,1.5,.200,0.3,1.5,.200,0.0,0.0,,.300,0.4,0.5,.833,0.0,0.7,0.7,0.8,0.2,0.2,0.3,0.6,1.3,,lowryky01
550,Olivier Sarr,26,CLE,C,3,0,5.0,0.3,0.3,1.000,0.3,0.3,1.000,0.0,0.0,,1.500,0.3,0.7,.500,0.0,1.7,1.7,1.0,0.0,0.7,0.0,1.3,1.3,,sarrol01
551,TyTy Washington Jr.,24,LAC,PG,16,0,5.5,0.6,1.2,.474,0.2,0.5,.375,0.4,0.7,.545,.553,0.0,0.0,,0.1,0.3,0.4,1.1,0.4,0.2,0.2,0.4,1.3,,washity02
552,Amari Williams,24,BOS,PF,21,2,6.5,0.4,0.9,.474,0.0,0.0,,0.4,0.9,.474,.474,0.5,0.7,.714,0.4,1.4,1.9,0.4,0.1,0.5,0.5,0.8,1.3,,william01
553,Isaac Jones,25,2TM,PF,6,1,4.3,0.5,1.0,.500,0.0,0.3,.000,0.5,0.7,.750,.500,0.2,0.3,.500,0.3,0.5,0.8,0.2,0.0,0.2,0.0,0.7,1.2,,jonesis01
553,Isaac Jones,25,SAC,PF,3,1,5.7,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.3,0.7,.500,0.7,0.0,0.7,0.3,0.0,0.0,0.0,1.3,1.0,,jonesis01
553,Isaac Jones,25,DET,PF,3,0,3.0,0.7,1.3,.500,0.0,0.3,.000,0.7,1.0,.667,.500,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.3,0.0,0.0,1.3,,jonesis01
554,Thanasis Antetokounmpo,33,MIL,SF,33,0,3.7,0.4,0.8,.462,0.0,0.1,.000,0.4,0.7,.545,.462,0.5,0.8,.577,0.3,0.5,0.8,0.3,0.4,0.2,0.3,0.4,1.2,,antetth01
555,Javonte Cooke,26,POR,SG,19,0,4.9,0.5,2.2,.220,0.2,1.2,.130,0.3,0.9,.333,.256,0.1,0.1,1.000,0.2,0.8,1.0,0.4,0.3,0.0,0.5,0.3,1.2,,cookeja01
556,Dillon Jones,24,NYK,SF,6,0,4.5,0.2,1.0,.167,0.2,0.7,.250,0.0,0.3,.000,.250,0.7,0.7,1.000,0.3,0.7,1.0,0.7,0.3,0.0,0.0,0.8,1.2,,jonesdi01
557,Joe Ingles,38,MIN,SF,26,1,4.6,0.4,0.7,.588,0.2,0.4,.400,0.2,0.3,.857,.706,0.1,0.1,1.000,0.0,0.5,0.5,0.9,0.3,0.0,0.4,0.2,1.0,,inglejo01
558,Zyon Pullin,24,MIN,SG,4,0,3.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.5,0.5,1.000,0.0,0.0,0.0,1.0,0.3,0.0,0.8,0.5,1.0,,pullizy01
559,Hunter Sallis,22,PHI,SG,7,0,3.7,0.4,0.7,.600,0.0,0.0,,0.4,0.7,.600,.600,0.1,0.3,.500,0.0,0.1,0.1,0.6,0.0,0.1,0.7,0.3,1.0,,sallihu01
560,Dario Šarić,31,SAC,C,5,0,8.2,0.2,1.2,.167,0.2,0.6,.333,0.0,0.6,.000,.250,0.4,0.4,1.000,0.2,1.0,1.2,0.4,0.0,0.0,0.4,0.6,1.0,,saricda01
561,Stanley Umude,26,SAS,SG,2,0,3.5,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,1.0,,umudest01
562,Bismack Biyombo,33,SAS,C,24,1,5.7,0.3,0.6,.571,0.0,0.0,,0.3,0.6,.571,.571,0.2,0.3,.714,0.2,0.8,1.0,0.2,0.2,0.1,0.3,1.1,0.9,,biyombi01
563,Johni Broome,23,PHI,C,11,0,5.0,0.4,2.2,.167,0.0,0.5,.000,0.4,1.7,.211,.167,0.2,0.5,.333,0.6,0.8,1.5,0.4,0.3,0.2,0.3,0.6,0.9,,broomjo01
564,Trevor Keels,22,MIA,SG,7,0,1.7,0.3,1.3,.222,0.3,1.1,.250,0.0,0.1,.000,.333,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.9,,keelstr01
565,N'Faly Dante,24,ATL,C,4,0,3.8,0.3,1.0,.250,0.0,0.0,,0.3,1.0,.250,.250,0.3,0.3,1.000,0.8,1.0,1.8,0.0,0.5,0.0,0.3,0.3,0.8,,nfalyda01
566,Markelle Fultz,27,TOR,PG,5,0,7.2,0.4,2.2,.182,0.0,0.0,,0.4,2.2,.182,.182,0.0,0.0,,0.0,0.2,0.2,1.6,0.4,0.0,0.8,0.4,0.8,,fultzma01
567,Trey Jemison,26,NYK,C,12,0,5.3,0.3,0.6,.571,0.0,0.0,,0.3,0.6,.571,.571,0.1,0.1,1.000,0.7,0.7,1.3,0.3,0.1,0.2,0.6,0.8,0.8,,jemistr01
568,Drew Peterson,26,CHO,PF,6,0,10.7,0.3,2.7,.125,0.0,2.0,.000,0.3,0.7,.500,.125,0.2,0.3,.500,0.5,1.0,1.5,0.3,0.5,0.2,0.0,0.5,0.8,,peterdr01
569,CJ Huntley,24,PHO,SF,3,0,3.7,0.3,1.0,.333,0.0,0.3,.000,0.3,0.7,.500,.333,0.0,0.0,,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.7,,huntlcj01
570,Garrett Temple,39,TOR,SG,21,0,3.3,0.1,0.7,.214,0.1,0.5,.182,0.0,0.1,.333,.286,0.3,0.4,.667,0.0,0.3,0.4,0.4,0.1,0.1,0.3,0.3,0.7,,templga01
571,Chris Mañon,24,LAL,SG,8,0,4.9,0.1,0.5,.250,0.0,0.3,.000,0.1,0.3,.500,.250,0.4,0.5,.750,0.1,0.9,1.0,0.3,0.6,0.3,0.1,0.6,0.6,,manonch01
572,Vladislav Goldin,24,MIA,C,8,0,2.6,0.3,0.4,.667,0.0,0.0,,0.3,0.4,.667,.667,0.0,0.0,,0.4,0.5,0.9,0.4,0.0,0.3,0.4,0.5,0.5,,goldivl01
573,Max Shulga,23,BOS,SG,10,0,1.8,0.1,0.4,.250,0.0,0.1,.000,0.1,0.3,.333,.250,0.2,0.2,1.000,0.2,0.1,0.3,0.2,0.0,0.0,0.2,0.6,0.4,,shulgma01
574,John Tonje,24,BOS,SG,5,0,2.4,0.0,0.4,.000,0.0,0.4,.000,0.0,0.0,,.000,0.4,0.4,1.000,0.0,0.4,0.4,0.2,0.2,0.0,0.0,0.2,0.4,,tonjejo01
575,Jahmyl Telfort,24,LAC,PF,8,0,4.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.1,0.5,.250,0.0,0.4,0.4,0.1,0.1,0.0,0.1,0.6,0.1,,telfoja01
576,Darius Brown II,26,CLE,SG,1,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,brownda04
577,Noa Essengue,19,CHI,PF,2,0,3.0,0.0,1.5,.000,0.0,1.0,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,,essenno01
578,Tosan Evbuomwan,24,NYK,SF,5,0,1.6,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,.000,0.0,0.0,,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.0,,evbuoto01
579,Enrique Freeman,25,MIN,PF,3,0,3.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,,freemen01
580,Chucky Hepburn,22,TOR,PG,2,0,6.5,0.0,3.0,.000,0.0,2.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.0,,hepbuch01
,League Average,,,,,,,,,.471,,,.360,,,.550,.546,,,.783,,,,,,,,,,,-9999
